      3.6 
 784  3.54
 163  4.19
 194  4.33
 259  8.2 
 673  6.6 
 564  5.22
      4.6 
 741  3.6 
 467  3.40
      3.6 
      3.6 
      4.6 
 487  4.63
 547  3.66
 415  4.6 
      3.6 
 513  3.73
 650  6.3 
 203  4.65
 463  8.0 
 465  8.02
  62  2.56
 571  3.6 
 363  5.1 
 232  5.2 
 570  5.0 
 573  4.6 
      4.68
 516  4.47
 591  4.51
 587  4.61
 492  4.90
 370  3.6 
 274  2.3 
 202  3.01
 404  4.00
 589  4.41
 477  4.53
      3.6 
      3.58
      3.63
 540  3.40
      3.6 
      3.84
      4.6 
 680  6.0 
      3.6 
 570  3.6 
      3.98
 326  1.5 
 191  5.1 
 530  3.6 
 287  2.61
 144  8.3 
 226  3.19
 561  3.72
 241  7.38
 509  4.81
 277  7.2 
 304  7.7 
  62  1.90
 449  2.8 
 320  7.4 
 152  2.50
 305  5.7 
 150  2.79
 386  3.58
 632  5.8 
 222  8.0 
 624  5.9 
 586  5.4 
-247  0.06
 522  4.7 
-139  1.86
 606  5.8 
-293  0.08
   0  0.01
 308  2.0 
  43  5.27
 142  0.02
-141  3.60
 -77  1.04
 -57  0.50
 358  5.6 
 127  5.9 
 130  5.9 
 138  5.9 
  51  5.9 
  32  5.9 
-137  0.94
 -47  5.9 
  58  5.9 
 598  6.3 
   1  5.9 
 -35  5.9 
 124  2.07
      3.9 
 130  0.88
  62  2.23
-307  0.79
-184  0.76
 267  4.27
-137  2.45
-354  0.82
 577  6.4 
 229  3.91
e

